93.75,151,0.6100000000000001
,93.75,163,0.6100000000000001
,93.75,163,0.6200000000000001
,93.75,163,0.6300000000000001
,93.75,163,0.6400000000000001
,93.75,164,0.6100000000000001
,93.75,164,0.6400000000000001
,93.75,165,0.5700000000000001
,93.75,165,0.5800000000000001
,93.75,165,0.5900000000000001
,93.75,165,0.6000000000000001
,93.75,165,0.6100000000000001
,93.75,165,0.6200000000000001
,93.75,165,0.6300000000000001
,93.75,165,0.6400000000000001
,93.75,169,0.7000000000000002
,93.75,177,0.6200000000000001
,93.75,177,0.6300000000000001
,93.75,177,0.7100000000000002
,93.75,178,0.5900000000000001
,93.75,178,0.6100000000000001
,93.75,178,0.6200000000000001
,93.75,178,0.6300000000000001
,93.75,178,0.6400000000000001
,93.75,178,0.6500000000000001
,93.75,178,0.6700000000000002
,93.75,178,0.6800000000000002
,93.75,178,0.6900000000000002
,93.75,178,0.7000000000000002
,93.75,179,0.5800000000000001
,93.75,179,0.5900000000000001
,93.75,179,0.6000000000000001
,93.75,179,0.6800000000000002
,93.75,179,0.6900000000000002
,93.75,179,0.7100000000000002
,93.75,163,0.6100000000000001
,93.75,163,0.6200000000000001
,93.75,163,0.6300000000000001
,93.75,163,0.6400000000000001
,93.75,164,0.6100000000000001
,93.75,164,0.6400000000000001
,93.75,165,0.5700000000000001
,93.75,165,0.5800000000000001
,93.75,165,0.5900000000000001
,93.75,165,0.6000000000000001
,93.75,165,0.6100000000000001
,93.75,165,0.6200000000000001
,93.75,165,0.6300000000000001
,93.75,165,0.6400000000000001
,93.75,169,0.7000000000000002
,93.75,177,0.6200000000000001
,93.75,177,0.6300000000000001
,93.75,177,0.7100000000000002
,93.75,178,0.5900000000000001
,93.75,178,0.6100000000000001
,93.75,178,0.6200000000000001
,93.75,178,0.6300000000000001
,93.75,178,0.6400000000000001
,93.75,178,0.6500000000000001
,93.75,178,0.6700000000000002
,93.75,178,0.6800000000000002
,93.75,178,0.6900000000000002
,93.75,178,0.7000000000000002
,93.75,179,0.5800000000000001
,93.75,179,0.5900000000000001
,93.75,179,0.6000000000000001
,93.75,179,0.6800000000000002
,93.75,179,0.6900000000000002
,93.75,179,0.7100000000000002
